session_id,deptime_outbound_sin2p,deptime_outbound_sin4p,deptime_outbound_cos2p,deptime_outbound_cos4p,deptime_inbound_sin2p,deptime_inbound_sin4p,deptime_inbound_cos2p,deptime_inbound_cos4p
1702173793,-.86602551,.86602521,-.49999982,-.50000036,-.6755904,-.99619472,.73727715,.087155186
1702175312,.94693011,-.60876149,-.3214395,-.79335326,-.99144489,-.25881863,.13052599,-.96592593
1702175597,-.1088668,.21643947,-.99405634,.97629601,-.93200779,.6755904,-.36243817,-.73727715
1702184497,-.1088668,.21643947,-.99405634,.97629601,-.46174869,.81915212,-.88701081,.57357633
1702201608,-.86602551,.86602521,-.49999982,-.50000036,-.81915212,.9396925,-.57357633,-.34202039
1702203065,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1702203158,.55557024,-.9238795,-.8314696,.38268343,-.99144489,-.25881863,.13052599,-.96592593
1702203621,-.98078525,-.38268343,.19509032,-.9238795,-.99144489,-.25881863,.13052599,-.96592593
1702204329,.15212335,-.30070573,-.98836154,.95371699,-.38268343,.70710677,-.9238795,.70710677
1702206515,.94693011,-.60876149,-.3214395,-.79335326,-.6755904,-.99619472,.73727715,.087155186
1702206811,.59130967,-.95371699,-.80644459,.30070573,-.99144489,-.25881863,.13052599,-.96592593
1702208827,-.86602551,.86602521,-.49999982,-.50000036,-.6755904,-.99619472,.73727715,.087155186
1702211789,-.86602551,.86602521,-.49999982,-.50000036,-.99144489,-.25881863,.13052599,-.96592593
1702211937,.55557024,-.9238795,-.8314696,.38268343,-.99144489,-.25881863,.13052599,-.96592593
1702212562,.94693011,-.60876149,-.3214395,-.79335326,-.81915212,.9396925,-.57357633,-.34202039
1702212923,-.1088668,.21643947,-.99405634,.97629601,-.93200779,-.6755904,.36243817,-.73727715
1702214307,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1702215705,-.1088668,.21643947,-.99405634,.97629601,-.46174869,.81915212,-.88701081,.57357633
1702216767,-.85491174,.88701111,-.5187735,-.46174812,-.93200779,.6755904,-.36243817,-.73727715
1702217729,-.99785888,-.1305266,.065403335,-.99144483,-.93200779,-.6755904,.36243817,-.73727715
1702221784,.55557024,-.9238795,-.8314696,.38268343,-.99144489,-.25881863,.13052599,-.96592593
1702221790,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1702222477,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1702224979,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1702225349,.59130967,-.95371699,-.80644459,.30070573,-.99144489,-.25881863,.13052599,-.96592593
1702225929,.55557024,-.9238795,-.8314696,.38268343,-.99144489,-.25881863,.13052599,-.96592593
1702225993,-.86602551,.86602521,-.49999982,-.50000036,-.99144489,-.25881863,.13052599,-.96592593
1702228265,-.1088668,.21643947,-.99405634,.97629601,-.93200779,-.6755904,.36243817,-.73727715
1702231416,-.1088668,.21643947,-.99405634,.97629601,.86602539,-.86602545,-.50000006,-.49999994
1702231448,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,.6755904,-.36243817,-.73727715
1702231522,-.1088668,.21643947,-.99405634,.97629601,-.93200779,-.6755904,.36243817,-.73727715
1702231643,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1702231759,-.85491174,.88701111,-.5187735,-.46174812,-.93200779,.6755904,-.36243817,-.73727715
1702231884,.94693011,-.60876149,-.3214395,-.79335326,-.99144489,-.25881863,.13052599,-.96592593
1702232295,.94693011,-.60876149,-.3214395,-.79335326,-.99144489,-.25881863,.13052599,-.96592593
1702233237,-.98078525,-.38268343,.19509032,-.9238795,-.6755904,-.99619472,.73727715,.087155186
1702233310,.55557024,-.9238795,-.8314696,.38268343,-.99144489,-.25881863,.13052599,-.96592593
1702233801,-.1088668,.21643947,-.99405634,.97629601,.13052623,-.25881913,-.99144483,.96592581
1702234801,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1702235224,-.1088668,.21643947,-.99405634,.97629601,-.93200779,.6755904,-.36243817,-.73727715
1702236961,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1702237423,.55557024,-.9238795,-.8314696,.38268343,.55557024,-.9238795,-.8314696,.38268343
1702241953,-.98078525,-.38268343,.19509032,-.9238795,-.6755904,-.99619472,.73727715,.087155186
1702242305,-.85491174,.88701111,-.5187735,-.46174812,-.93200779,.6755904,-.36243817,-.73727715
1702243843,.95371699,-.57357633,-.30070573,-.81915212,-.64278758,-.98480773,.7660445,.17364831
1702244315,-.1088668,.21643947,-.99405634,.97629601,-.46174869,.81915212,-.88701081,.57357633
1702244427,-.1088668,.21643947,-.99405634,.97629601,-.46174869,.81915212,-.88701081,.57357633
1702245245,-.86602551,.86602521,-.49999982,-.50000036,-.6755904,-.99619472,.73727715,.087155186
1702245972,.94693011,-.60876149,-.3214395,-.79335326,-.065403335,.1305266,-.99785888,.99144483
1702246264,.94693011,-.60876149,-.3214395,-.79335326,-.065403335,.1305266,-.99785888,.99144483
1702246365,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1702246878,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1702252191,.55557024,-.9238795,-.8314696,.38268343,-.99144489,-.25881863,.13052599,-.96592593
1702252275,-.49999982,.86602521,-.86602551,.50000036,-.19509032,.38268343,-.98078525,.9238795
1702253156,.94693011,-.60876149,-.3214395,-.79335326,-.065403335,.1305266,-.99785888,.99144483
1702262167,.55557024,-.9238795,-.8314696,.38268343,-.99144489,-.25881863,.13052599,-.96592593
1702263097,.94693011,-.60876149,-.3214395,-.79335326,-.065403335,.1305266,-.99785888,.99144483
1702271003,-.98078525,-.38268343,.19509032,-.9238795,-.6755904,-.99619472,.73727715,.087155186
1702272056,-.98078525,-.38268343,.19509032,-.9238795,-.99144489,-.25881863,.13052599,-.96592593
1702272374,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1702272615,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1702272768,-.1088668,.21643947,-.99405634,.97629601,-.93200779,.6755904,-.36243817,-.73727715
1702273364,-.86602551,.86602521,-.49999982,-.50000036,-.81915212,.9396925,-.57357633,-.34202039
1702273655,.59130967,-.95371699,-.80644459,.30070573,-.7933532,.96592593,-.60876161,-.25881863
1702275629,-.30070573,.57357633,-.95371699,.81915212,-.99144489,-.25881863,.13052599,-.96592593
1702275956,-.1088668,.21643947,-.99405634,.97629601,.13052623,-.25881913,-.99144483,.96592581
1702276157,.59130967,-.95371699,-.80644459,.30070573,-.7933532,.96592593,-.60876161,-.25881863
1702276187,.94693011,-.60876149,-.3214395,-.79335326,-.99144489,-.25881863,.13052599,-.96592593
1702276645,-.30070573,.57357633,-.95371699,.81915212,-.99144489,-.25881863,.13052599,-.96592593
1702281552,-.30070573,.57357633,-.95371699,.81915212,-.6755904,-.99619472,.73727715,.087155186
1702281652,.55557024,-.9238795,-.8314696,.38268343,.55557024,-.9238795,-.8314696,.38268343
1702282273,-.85491174,.88701111,-.5187735,-.46174812,-.46174869,.81915212,-.88701081,.57357633
1702282967,-.98078525,-.38268343,.19509032,-.9238795,-.99144489,-.25881863,.13052599,-.96592593
1702283142,-.70710677,-1,.70710677,-4.2862639e-16,.86602539,-.86602545,-.50000006,-.49999994
1702283685,-.85491174,.88701111,-.5187735,-.46174812,-.93200779,.6755904,-.36243817,-.73727715
1702283930,-.98836148,-.30070633,.15212366,-.95371675,-.70710677,-1,.70710677,-4.2862639e-16
1702284356,-.30070573,.57357633,-.95371699,.81915212,-.6755904,-.99619472,.73727715,.087155186
1702284552,-.98836148,-.30070633,.15212366,-.95371675,.57357633,-.9396925,-.81915212,.34202039
1702286084,.90630776,-.7660445,-.4226183,-.64278758,.19509032,-.38268343,-.98078525,.9238795
1702286154,-.30070573,.57357633,-.95371699,.81915212,-.6755904,-.99619472,.73727715,.087155186
1702286270,-.85491174,.88701111,-.5187735,-.46174812,-.93200779,.6755904,-.36243817,-.73727715
1702287452,-.86602551,.86602521,-.49999982,-.50000036,-.065403335,.1305266,-.99785888,.99144483
1703011224,.8314696,-.9238795,-.55557024,-.38268343,-.46174869,.81915212,-.88701081,.57357633
1703011789,.55557024,-.9238795,-.8314696,.38268343,-.6755904,-.99619472,.73727715,.087155186
1703012134,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1703012315,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1703012931,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,.6755904,-.36243817,-.73727715
1703013154,-.30070573,.57357633,-.95371699,.81915212,-.6755904,-.99619472,.73727715,.087155186
1703013560,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1703013623,-.1088668,.21643947,-.99405634,.97629601,-.46174869,.81915212,-.88701081,.57357633
1703014222,-.86602551,.86602521,-.49999982,-.50000036,-.81915212,.9396925,-.57357633,-.34202039
1703014795,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1703016626,-.30070573,.57357633,-.95371699,.81915212,-.6755904,-.99619472,.73727715,.087155186
1703021953,-.85491174,.88701111,-.5187735,-.46174812,-.90630788,-.76604408,.422618,-.64278805
1703022246,-.1088668,.21643947,-.99405634,.97629601,-.46174869,.81915212,-.88701081,.57357633
1703023474,-.86602551,.86602521,-.49999982,-.50000036,-.85491174,-.88701111,.5187735,-.46174812
1703024372,-.85491174,.88701111,-.5187735,-.46174812,-.93200779,.6755904,-.36243817,-.73727715
1703024636,-.85491174,.88701111,-.5187735,-.46174812,-.93200779,.6755904,-.36243817,-.73727715
1703024924,.8314696,-.9238795,-.55557024,-.38268343,-.46174869,.81915212,-.88701081,.57357633
1703025394,.8314696,-.9238795,-.55557024,-.38268343,-.46174869,.81915212,-.88701081,.57357633
1703026314,.94693011,-.60876149,-.3214395,-.79335326,-.065403335,.1305266,-.99785888,.99144483
1703026711,-.30070573,.57357633,-.95371699,.81915212,-.065403335,.1305266,-.99785888,.99144483
1703031633,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1703031763,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1703031774,.90630776,-.7660445,-.4226183,-.64278758,-.91531152,.73727715,-.40274656,-.6755904
1703032018,-.1088668,.21643947,-.99405634,.97629601,.13052623,-.25881913,-.99144483,.96592581
1703032383,-.99785888,-.1305266,.065403335,-.99144483,.86602539,-.86602545,-.50000006,-.49999994
1703034136,-.85491174,.88701111,-.5187735,-.46174812,-.90630788,-.76604408,.422618,-.64278805
1703034659,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1703034760,.55557024,-.9238795,-.8314696,.38268343,-.99144489,-.25881863,.13052599,-.96592593
1703035504,.51877326,-.88701081,-.85491186,.46174869,-.97134215,.46174812,-.23768562,-.88701111
1703041148,-.30070573,.57357633,-.95371699,.81915212,-.81915212,.9396925,-.57357633,-.34202039
1703041760,-.30070573,.57357633,-.95371699,.81915212,-.81915212,.9396925,-.57357633,-.34202039
1703042232,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703042262,-.30070573,.57357633,-.95371699,.81915212,-.065403335,.1305266,-.99785888,.99144483
1703043680,-.30070573,.57357633,-.95371699,.81915212,-.81915212,.9396925,-.57357633,-.34202039
1703053605,.90630776,-.7660445,-.4226183,-.64278758,.19509032,-.38268343,-.98078525,.9238795
1703061588,-.98078525,-.38268343,.19509032,-.9238795,-.81915212,.9396925,-.57357633,-.34202039
1703061760,-.1088668,.21643947,-.99405634,.97629601,-.93200779,.6755904,-.36243817,-.73727715
1703063731,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,.6755904,-.36243817,-.73727715
1703065377,.94693011,-.60876149,-.3214395,-.79335326,-.81915212,.9396925,-.57357633,-.34202039
1703065632,-.21643947,.422618,-.97629601,.90630788,-.85491174,-.88701111,.5187735,-.46174812
1703066463,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1703071516,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,.6755904,-.36243817,-.73727715
1703071790,-.70710677,-1,.70710677,-4.2862639e-16,-.93200779,-.6755904,.36243817,-.73727715
1703072699,-.1088668,.21643947,-.99405634,.97629601,-.93200779,.6755904,-.36243817,-.73727715
1703073509,.55557024,-.9238795,-.8314696,.38268343,.55557024,-.9238795,-.8314696,.38268343
1703073904,-.99785888,-.1305266,.065403335,-.99144483,-.90630788,-.76604408,.422618,-.64278805
1703074458,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1703074579,.94693011,-.60876149,-.3214395,-.79335326,-.81915212,.9396925,-.57357633,-.34202039
1703075201,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,.6755904,-.36243817,-.73727715
1703075726,-.98836148,-.30070633,.15212366,-.95371675,.57357633,-.9396925,-.81915212,.34202039
1703075909,-.86602551,.86602521,-.49999982,-.50000036,-.85491174,-.88701111,.5187735,-.46174812
1703076774,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1703079248,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,.6755904,-.36243817,-.73727715
1703081776,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703083792,-.30070573,.57357633,-.95371699,.81915212,-.81915212,.9396925,-.57357633,-.34202039
1703085054,.94693011,-.60876149,-.3214395,-.79335326,-.6755904,-.99619472,.73727715,.087155186
1703085139,-.99785888,-.1305266,.065403335,-.99144483,-.93200779,-.6755904,.36243817,-.73727715
1703085953,-.98836148,.30070633,-.15212366,-.95371675,.98836154,-.30070573,-.15212335,-.95371699
1703087255,.55557024,-.9238795,-.8314696,.38268343,-.81915212,.9396925,-.57357633,-.34202039
1703091908,-.1088668,.21643947,-.99405634,.97629601,.19509032,-.38268343,-.98078525,.9238795
1703092571,-.1088668,.21643947,-.99405634,.97629601,-.93200779,.6755904,-.36243817,-.73727715
1703092827,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,.6755904,-.36243817,-.73727715
1703092976,-.86602551,.86602521,-.49999982,-.50000036,.55557024,-.9238795,-.8314696,.38268343
1703094692,-.1088668,.21643947,-.99405634,.97629601,-.93200779,.6755904,-.36243817,-.73727715
1703095040,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703095047,-.1088668,.21643947,-.99405634,.97629601,-.90630788,-.76604408,.422618,-.64278805
1703095339,-.86602551,.86602521,-.49999982,-.50000036,.57357633,-.9396925,-.81915212,.34202039
1703096242,-.98836148,.30070633,-.15212366,-.95371675,.98836154,-.30070573,-.15212335,-.95371699
1703096632,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1703097479,-.1088668,.21643947,-.99405634,.97629601,-.91531152,.73727715,-.40274656,-.6755904
1703101264,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,.6755904,-.36243817,-.73727715
1703101338,-.86602551,.86602521,-.49999982,-.50000036,-.81915212,.9396925,-.57357633,-.34202039
1703102904,-.30070573,.57357633,-.95371699,.81915212,-.99144489,-.25881863,.13052599,-.96592593
1703103783,-.40274656,.73727715,-.91531152,.6755904,.04361942,-.087155811,-.99904823,.99619472
1703103931,-.40274656,.73727715,-.91531152,.6755904,.04361942,-.087155811,-.99904823,.99619472
1703104688,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703121429,.95371699,-.57357633,-.30070573,-.81915212,-.7933532,.96592593,-.60876161,-.25881863
1703123661,-.21643947,.422618,-.97629601,.90630788,-.70710677,-1,.70710677,-4.2862639e-16
1703132457,-.30070573,.57357633,-.95371699,.81915212,.55557024,-.9238795,-.8314696,.38268343
1703132713,.59130967,-.95371699,-.80644459,.30070573,-.99144489,-.25881863,.13052599,-.96592593
1703132832,-.1088668,.21643947,-.99405634,.97629601,-.93200779,-.6755904,.36243817,-.73727715
1703133234,.90630776,-.7660445,-.4226183,-.64278758,-.46174869,.81915212,-.88701081,.57357633
1703133923,-.1088668,.21643947,-.99405634,.97629601,.13052623,-.25881913,-.99144483,.96592581
1703134020,-.85491174,.88701111,-.5187735,-.46174812,-.93200779,-.6755904,.36243817,-.73727715
1703134146,.59130967,-.95371699,-.80644459,.30070573,.57357633,-.9396925,-.81915212,.34202039
1703135696,-.1088668,.21643947,-.99405634,.97629601,-.93200779,.6755904,-.36243817,-.73727715
1703137281,-.86602551,.86602521,-.49999982,-.50000036,-.70710677,-1,.70710677,-4.2862639e-16
1703141188,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,.6755904,-.36243817,-.73727715
1703141626,-.86602551,.86602521,-.49999982,-.50000036,-.70710677,-1,.70710677,-4.2862639e-16
1703141636,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703142049,-.86602551,.86602521,-.49999982,-.50000036,-.70710677,-1,.70710677,-4.2862639e-16
1703142107,-.1088668,.21643947,-.99405634,.97629601,-.90630788,-.76604408,.422618,-.64278805
1703142510,-.40274656,.73727715,-.91531152,.6755904,.04361942,-.087155811,-.99904823,.99619472
1703142950,-.1088668,.21643947,-.99405634,.97629601,-.46174869,.81915212,-.88701081,.57357633
1703143355,-.98078525,-.38268343,.19509032,-.9238795,-.99144489,-.25881863,.13052599,-.96592593
1703143417,-.85491174,.88701111,-.5187735,-.46174812,-.93200779,-.6755904,.36243817,-.73727715
1703143880,-.86602551,.86602521,-.49999982,-.50000036,-.99144489,-.25881863,.13052599,-.96592593
1703145797,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703145826,-.70710677,-1,.70710677,-4.2862639e-16,-.93200779,.6755904,-.36243817,-.73727715
1703146725,.90630776,-.7660445,-.4226183,-.64278758,-.91531152,.73727715,-.40274656,-.6755904
1703146985,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703147091,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703147972,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703148557,-.98078525,-.38268343,.19509032,-.9238795,-.99144489,-.25881863,.13052599,-.96592593
1703152120,-.1088668,.21643947,-.99405634,.97629601,-.91531152,.73727715,-.40274656,-.6755904
1703152322,-.86602551,.86602521,-.49999982,-.50000036,-.70710677,-1,.70710677,-4.2862639e-16
1703152710,-.1088668,.21643947,-.99405634,.97629601,-.91531152,.73727715,-.40274656,-.6755904
1703152749,-.98078525,-.38268343,.19509032,-.9238795,-.99144489,-.25881863,.13052599,-.96592593
1703153067,.8314696,-.9238795,-.55557024,-.38268343,-.93200779,-.6755904,.36243817,-.73727715
1703153084,-.86602551,.86602521,-.49999982,-.50000036,-.70710677,-1,.70710677,-4.2862639e-16
1703153276,.59130967,-.95371699,-.80644459,.30070573,-.99144489,-.25881863,.13052599,-.96592593
1703153807,.90630776,-.7660445,-.4226183,-.64278758,-.91531152,.73727715,-.40274656,-.6755904
1703153829,-.1088668,.21643947,-.99405634,.97629601,.19509032,-.38268343,-.98078525,.9238795
1703153848,.94693011,-.60876149,-.3214395,-.79335326,-.99144489,-.25881863,.13052599,-.96592593
1703153908,-.86602551,.86602521,-.49999982,-.50000036,-.70710677,-1,.70710677,-4.2862639e-16
1703154644,-.86602551,.86602521,-.49999982,-.50000036,-.70710677,-1,.70710677,-4.2862639e-16
1703154902,-.86602551,.86602521,-.49999982,-.50000036,-.70710677,-1,.70710677,-4.2862639e-16
1703155474,.90630776,-.7660445,-.4226183,-.64278758,-.91531152,.73727715,-.40274656,-.6755904
1703155899,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703156068,.8314696,-.9238795,-.55557024,-.38268343,.13052623,-.25881913,-.99144483,.96592581
1703156484,-.49999982,.86602521,-.86602551,.50000036,-.19509032,.38268343,-.98078525,.9238795
1703157048,-.30070573,.57357633,-.95371699,.81915212,-.99144489,-.25881863,.13052599,-.96592593
1703161407,-.86602551,.86602521,-.49999982,-.50000036,-.70710677,-1,.70710677,-4.2862639e-16
1703161446,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703161876,.94693011,-.60876149,-.3214395,-.79335326,-.99144489,-.25881863,.13052599,-.96592593
1703161990,-.1088668,.21643947,-.99405634,.97629601,.19509032,-.38268343,-.98078525,.9238795
1703162707,.90630776,-.7660445,-.4226183,-.64278758,-.91531152,.73727715,-.40274656,-.6755904
1703162898,.90630776,-.7660445,-.4226183,-.64278758,.19509032,-.38268343,-.98078525,.9238795
1703162943,-.85491174,.88701111,-.5187735,-.46174812,-.93200779,-.6755904,.36243817,-.73727715
1703163109,.59130967,-.95371699,-.80644459,.30070573,-.7933532,.96592593,-.60876161,-.25881863
1703163239,-.1088668,.21643947,-.99405634,.97629601,-.93200779,-.6755904,.36243817,-.73727715
1703163510,-.1088668,.21643947,-.99405634,.97629601,.19509032,-.38268343,-.98078525,.9238795
1703163752,-.1088668,.21643947,-.99405634,.97629601,-.46174869,.81915212,-.88701081,.57357633
1703163891,-.86602551,.86602521,-.49999982,-.50000036,-.70710677,-1,.70710677,-4.2862639e-16
1703164559,.95371699,-.57357633,-.30070573,-.81915212,-.70710677,-1,.70710677,-4.2862639e-16
1703165196,-.30070573,.57357633,-.95371699,.81915212,-.6755904,-.99619472,.73727715,.087155186
1703165237,-.70710677,-1,.70710677,-4.2862639e-16,.13052623,-.25881913,-.99144483,.96592581
1703165335,.59130967,-.95371699,-.80644459,.30070573,-.065403335,.1305266,-.99785888,.99144483
1703167601,-.70710677,-1,.70710677,-4.2862639e-16,.86602539,-.86602545,-.50000006,-.49999994
1703171389,-.85491174,.88701111,-.5187735,-.46174812,.86602539,-.86602545,-.50000006,-.49999994
1703171481,-.86602551,.86602521,-.49999982,-.50000036,-.065403335,.1305266,-.99785888,.99144483
1703171679,.95371699,-.57357633,-.30070573,-.81915212,-.85491174,-.88701111,.5187735,-.46174812
1703172122,-.1088668,.21643947,-.99405634,.97629601,.19509032,-.38268343,-.98078525,.9238795
1703172578,.8314696,-.9238795,-.55557024,-.38268343,.86602539,-.86602545,-.50000006,-.49999994
1703173298,-.1088668,.21643947,-.99405634,.97629601,.19509032,-.38268343,-.98078525,.9238795
1703173369,.94693011,-.60876149,-.3214395,-.79335326,-.6755904,-.99619472,.73727715,.087155186
1703173549,-.1088668,.21643947,-.99405634,.97629601,-.46174869,.81915212,-.88701081,.57357633
1703174125,-.85491174,.88701111,-.5187735,-.46174812,-.90630788,-.76604408,.422618,-.64278805
1703174496,-.98836148,-.30070633,.15212366,-.95371675,-.70710677,-1,.70710677,-4.2862639e-16
1703174587,-.73727715,-.99619472,.6755904,-.087155186,-.90630788,-.76604408,.422618,-.64278805
1703174822,-.1088668,.21643947,-.99405634,.97629601,-.91531152,.73727715,-.40274656,-.6755904
1703174888,-.70710677,-1,.70710677,-4.2862639e-16,-.46174869,.81915212,-.88701081,.57357633
1703175637,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703175645,-.1088668,.21643947,-.99405634,.97629601,.19509032,-.38268343,-.98078525,.9238795
1703175788,.90630776,-.7660445,-.4226183,-.64278758,-.91531152,.73727715,-.40274656,-.6755904
1703183338,-.99144489,.25881863,-.13052599,-.96592593,-.70710677,-1,.70710677,-4.2862639e-16
1703191627,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703192018,-.73727715,-.99619472,.6755904,-.087155186,.19509032,-.38268343,-.98078525,.9238795
1703201118,-.1088668,.21643947,-.99405634,.97629601,.19509032,-.38268343,-.98078525,.9238795
1703201689,-.21643947,.422618,-.97629601,.90630788,-.7933532,.96592593,-.60876161,-.25881863
1703202181,-.99785888,-.1305266,.065403335,-.99144483,-.90630788,-.76604408,.422618,-.64278805
1703203004,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703203339,-.21643947,.422618,-.97629601,.90630788,-.99144489,-.25881863,.13052599,-.96592593
1703203423,-.99785888,-.1305266,.065403335,-.99144483,-.91531152,.73727715,-.40274656,-.6755904
1703203565,-.70710677,-1,.70710677,-4.2862639e-16,.13052623,-.25881913,-.99144483,.96592581
1703203934,-.99144489,.25881863,-.13052599,-.96592593,-.85491174,-.88701111,.5187735,-.46174812
1703204386,-.40274656,.73727715,-.91531152,.6755904,.04361942,-.087155811,-.99904823,.99619472
1703204587,-.99785888,-.1305266,.065403335,-.99144483,.86602539,-.86602545,-.50000006,-.49999994
1703204601,.95371699,-.57357633,-.30070573,-.81915212,.57357633,-.9396925,-.81915212,.34202039
1703204766,.90630776,-.7660445,-.4226183,-.64278758,-.91531152,.73727715,-.40274656,-.6755904
1703205796,-.1088668,.21643947,-.99405634,.97629601,-.91531152,.73727715,-.40274656,-.6755904
1703205819,-.1088668,.21643947,-.99405634,.97629601,.19509032,-.38268343,-.98078525,.9238795
1703206061,.59130967,-.95371699,-.80644459,.30070573,-.85491174,-.88701111,.5187735,-.46174812
1703206808,.59130967,-.95371699,-.80644459,.30070573,-.7933532,.96592593,-.60876161,-.25881863
1703211386,.95371699,-.57357633,-.30070573,-.81915212,-.7933532,.96592593,-.60876161,-.25881863
1703211902,.59130967,-.95371699,-.80644459,.30070573,-.7933532,.96592593,-.60876161,-.25881863
1703212407,-.1088668,.21643947,-.99405634,.97629601,-.90630788,-.76604408,.422618,-.64278805
1703212448,.59130967,-.95371699,-.80644459,.30070573,-.7933532,.96592593,-.60876161,-.25881863
1703212541,.95371699,-.57357633,-.30070573,-.81915212,-.7933532,.96592593,-.60876161,-.25881863
1703212607,-.21643947,.422618,-.97629601,.90630788,-.7933532,.96592593,-.60876161,-.25881863
1703213593,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703213813,.59130967,-.95371699,-.80644459,.30070573,-.7933532,.96592593,-.60876161,-.25881863
1703213874,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703214553,.90630776,-.7660445,-.4226183,-.64278758,.19509032,-.38268343,-.98078525,.9238795
1703214679,.59130967,-.95371699,-.80644459,.30070573,-.065403335,.1305266,-.99785888,.99144483
1703214993,.95371699,-.57357633,-.30070573,-.81915212,-.7933532,.96592593,-.60876161,-.25881863
1703215033,-.86602551,.86602521,-.49999982,-.50000036,-.065403335,.1305266,-.99785888,.99144483
1703215419,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703215541,-.1088668,.21643947,-.99405634,.97629601,-.90630788,-.76604408,.422618,-.64278805
1703215571,.90630776,-.7660445,-.4226183,-.64278758,-.90630788,-.76604408,.422618,-.64278805
1703215768,-.1088668,.21643947,-.99405634,.97629601,-.91531152,.73727715,-.40274656,-.6755904
1703216642,-.99144489,.25881863,-.13052599,-.96592593,-.99144489,-.25881863,.13052599,-.96592593
1703217214,-.1088668,.21643947,-.99405634,.97629601,-.91531152,.73727715,-.40274656,-.6755904
1703221284,-.99144489,.25881863,-.13052599,-.96592593,-.7933532,.96592593,-.60876161,-.25881863
